,index,year,month,categories,problem_type_1,count
2392,2392,2018,4,CriminalBehaviour,Irregular Construction,1
2393,2393,2018,4,CriminalBehaviour,Misuse of transport card,2
2394,2394,2018,4,CriminalBehaviour,Obscene/libelous acts,9
2395,2395,2018,4,CriminalBehaviour,Physical/Verbal Agression,45
2396,2396,2018,4,CriminalBehaviour,Rape,1
2397,2397,2018,4,CriminalBehaviour,Robbery,128
2398,2398,2018,4,CriminalBehaviour,Sexual harassment,6
2399,2399,2018,4,CriminalBehaviour,Theft,62
2400,2400,2018,4,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,55
2401,2401,2018,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2402,2402,2018,5,CriminalBehaviour,Abuse of incapacitated persons,1
2403,2403,2018,5,CriminalBehaviour,Agression,22
2404,2404,2018,5,CriminalBehaviour,Break-in,85
2405,2405,2018,5,CriminalBehaviour,Child grooming/enticement,1
2406,2406,2018,5,CriminalBehaviour,Corporal injury,11
2407,2407,2018,5,CriminalBehaviour,Environmental crime,8
2408,2408,2018,5,CriminalBehaviour,False money,1
2409,2409,2018,5,CriminalBehaviour,Fishing in Prohibited Places,5
2410,2410,2018,5,CriminalBehaviour,Fraud (monetary),2
2411,2411,2018,5,CriminalBehaviour,Gambling,1
2412,2412,2018,5,CriminalBehaviour,Gang-sacking/pillaging,4
2413,2413,2018,5,CriminalBehaviour,Gunshot,20
2414,2414,2018,5,CriminalBehaviour,Illegal possession,8
2415,2415,2018,5,CriminalBehaviour,Illitcit Substance,99
2416,2416,2018,5,CriminalBehaviour,Impersonating a public official,1
2417,2417,2018,5,CriminalBehaviour,Irregular Construction,5
2418,2418,2018,5,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
2419,2419,2018,5,CriminalBehaviour,Misuse of transport card,9
2420,2420,2018,5,CriminalBehaviour,Obscene/libelous acts,12
2421,2421,2018,5,CriminalBehaviour,Omission of assistance,1
2422,2422,2018,5,CriminalBehaviour,Physical/Verbal Agression,31
2423,2423,2018,5,CriminalBehaviour,Robbery,116
2424,2424,2018,5,CriminalBehaviour,Sexual harassment,9
2425,2425,2018,5,CriminalBehaviour,Theft,67
2426,2426,2018,5,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
2427,2427,2018,5,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,68
2428,2428,2018,6,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2429,2429,2018,6,CriminalBehaviour,Abuse of incapacitated persons,1
2430,2430,2018,6,CriminalBehaviour,Agression,21
2431,2431,2018,6,CriminalBehaviour,Break-in,73
2432,2432,2018,6,CriminalBehaviour,Child grooming/enticement,1
2433,2433,2018,6,CriminalBehaviour,Corporal injury,5
2434,2434,2018,6,CriminalBehaviour,Crime against individual liberty,2
2435,2435,2018,6,CriminalBehaviour,Environmental crime,1
2436,2436,2018,6,CriminalBehaviour,Fishing in Prohibited Places,1
2437,2437,2018,6,CriminalBehaviour,Gang-sacking/pillaging,5
2438,2438,2018,6,CriminalBehaviour,Gunshot,4
2439,2439,2018,6,CriminalBehaviour,Illegal possession,2
2440,2440,2018,6,CriminalBehaviour,Illitcit Substance,59
2441,2441,2018,6,CriminalBehaviour,Irregular Construction,1
2442,2442,2018,6,CriminalBehaviour,Kidnapping and imprisonment,1
2443,2443,2018,6,CriminalBehaviour,Misuse of transport card,4
2444,2444,2018,6,CriminalBehaviour,Obscene/libelous acts,6
2445,2445,2018,6,CriminalBehaviour,Physical/Verbal Agression,32
2446,2446,2018,6,CriminalBehaviour,Robbery,103
2447,2447,2018,6,CriminalBehaviour,Sexual harassment,4
2448,2448,2018,6,CriminalBehaviour,Theft,46
2449,2449,2018,6,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,39
2450,2450,2018,6,CriminalBehaviour,Violation of graves,1
2451,2451,2018,7,CriminalBehaviour,Agression,23
2452,2452,2018,7,CriminalBehaviour,Break-in,102
2453,2453,2018,7,CriminalBehaviour,Child grooming/enticement,1
2454,2454,2018,7,CriminalBehaviour,Corporal injury,8
2455,2455,2018,7,CriminalBehaviour,Crime against individual liberty,2
2456,2456,2018,7,CriminalBehaviour,Environmental crime,3
2457,2457,2018,7,CriminalBehaviour,Extortion,1
2458,2458,2018,7,CriminalBehaviour,Fishing in Prohibited Places,3
2459,2459,2018,7,CriminalBehaviour,Fraud (monetary),2
2460,2460,2018,7,CriminalBehaviour,Gambling,1
2461,2461,2018,7,CriminalBehaviour,Gang-sacking/pillaging,4
2462,2462,2018,7,CriminalBehaviour,Gunshot,22
2463,2463,2018,7,CriminalBehaviour,Illegal possession,8
2464,2464,2018,7,CriminalBehaviour,Illitcit Substance,108
2465,2465,2018,7,CriminalBehaviour,Irregular Construction,2
2466,2466,2018,7,CriminalBehaviour,Irregular landfill,1
2467,2467,2018,7,CriminalBehaviour,Misuse of transport card,2
2468,2468,2018,7,CriminalBehaviour,Murder,2
2469,2469,2018,7,CriminalBehaviour,Obscene/libelous acts,7
2470,2470,2018,7,CriminalBehaviour,Physical/Verbal Agression,37
2471,2471,2018,7,CriminalBehaviour,Robbery,124
2472,2472,2018,7,CriminalBehaviour,Sexual harassment,3
2473,2473,2018,7,CriminalBehaviour,Theft,69
2474,2474,2018,7,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,46
2475,2475,2018,8,CriminalBehaviour,Abuse of incapacitated persons,2
2476,2476,2018,8,CriminalBehaviour,Agression,24
2477,2477,2018,8,CriminalBehaviour,Break-in,76
2478,2478,2018,8,CriminalBehaviour,Corporal injury,4
2479,2479,2018,8,CriminalBehaviour,Discrimination,1
2480,2480,2018,8,CriminalBehaviour,Environmental crime,2
2481,2481,2018,8,CriminalBehaviour,False money,1
2482,2482,2018,8,CriminalBehaviour,Fishing in Prohibited Places,2
2483,2483,2018,8,CriminalBehaviour,Gambling,1
2484,2484,2018,8,CriminalBehaviour,Gang-sacking/pillaging,2
2485,2485,2018,8,CriminalBehaviour,Gunshot,17
2486,2486,2018,8,CriminalBehaviour,Illegal possession,2
2487,2487,2018,8,CriminalBehaviour,Illitcit Substance,106
2488,2488,2018,8,CriminalBehaviour,Irregular Construction,1
2489,2489,2018,8,CriminalBehaviour,Misuse of transport card,6
2490,2490,2018,8,CriminalBehaviour,Murder,1
2491,2491,2018,8,CriminalBehaviour,Obscene/libelous acts,11
2492,2492,2018,8,CriminalBehaviour,Physical/Verbal Agression,35
2493,2493,2018,8,CriminalBehaviour,Robbery,115
2494,2494,2018,8,CriminalBehaviour,Sexual harassment,8
2495,2495,2018,8,CriminalBehaviour,Theft,78
2496,2496,2018,8,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,39
2497,2497,2018,9,CriminalBehaviour,Abandonment/nonsupport of incompetent person,3
2498,2498,2018,9,CriminalBehaviour,Agression,25
2499,2499,2018,9,CriminalBehaviour,Break-in,95
2500,2500,2018,9,CriminalBehaviour,Child grooming/enticement,1
2501,2501,2018,9,CriminalBehaviour,Corporal injury,6
2502,2502,2018,9,CriminalBehaviour,Environmental crime,2
2503,2503,2018,9,CriminalBehaviour,Fishing in Prohibited Places,2
2504,2504,2018,9,CriminalBehaviour,Gang-sacking/pillaging,8
2505,2505,2018,9,CriminalBehaviour,Gunshot,11
2506,2506,2018,9,CriminalBehaviour,Illegal possession,2
2507,2507,2018,9,CriminalBehaviour,Illitcit Substance,129
2508,2508,2018,9,CriminalBehaviour,Kidnapping and imprisonment,1
2509,2509,2018,9,CriminalBehaviour,Maltreatment,1
2510,2510,2018,9,CriminalBehaviour,Misuse of transport card,6
2511,2511,2018,9,CriminalBehaviour,Murder,1
2512,2512,2018,9,CriminalBehaviour,Obscene/libelous acts,7
2513,2513,2018,9,CriminalBehaviour,Physical/Verbal Agression,56
2514,2514,2018,9,CriminalBehaviour,Racism,1
2515,2515,2018,9,CriminalBehaviour,Robbery,144
2516,2516,2018,9,CriminalBehaviour,Sexual harassment,5
2517,2517,2018,9,CriminalBehaviour,Smuggling/contraband,1
2518,2518,2018,9,CriminalBehaviour,Theft,75
2519,2519,2018,9,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,44
2520,2520,2018,10,CriminalBehaviour,Abandonment/nonsupport of incompetent person,3
2521,2521,2018,10,CriminalBehaviour,Agression,28
2522,2522,2018,10,CriminalBehaviour,Break-in,103
2523,2523,2018,10,CriminalBehaviour,Corporal injury,6
2524,2524,2018,10,CriminalBehaviour,Crime against individual liberty,1
2525,2525,2018,10,CriminalBehaviour,Environmental crime,1
2526,2526,2018,10,CriminalBehaviour,False Identity,1
2527,2527,2018,10,CriminalBehaviour,False money,1
2528,2528,2018,10,CriminalBehaviour,Fishing in Prohibited Places,9
2529,2529,2018,10,CriminalBehaviour,Fraud (monetary),1
2530,2530,2018,10,CriminalBehaviour,Gang-sacking/pillaging,6
2531,2531,2018,10,CriminalBehaviour,Gunshot,10
2532,2532,2018,10,CriminalBehaviour,Illegal possession,4
2533,2533,2018,10,CriminalBehaviour,Illitcit Substance,181
2534,2534,2018,10,CriminalBehaviour,Misuse of transport card,6
2535,2535,2018,10,CriminalBehaviour,Obscene/libelous acts,5
2536,2536,2018,10,CriminalBehaviour,Physical/Verbal Agression,44
2537,2537,2018,10,CriminalBehaviour,Robbery,147
2538,2538,2018,10,CriminalBehaviour,Sexual harassment,4
2539,2539,2018,10,CriminalBehaviour,Theft,68
2540,2540,2018,10,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,43
2541,2541,2018,11,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
2542,2542,2018,11,CriminalBehaviour,Agression,42
2543,2543,2018,11,CriminalBehaviour,Break-in,101
2544,2544,2018,11,CriminalBehaviour,Corporal injury,7
2545,2545,2018,11,CriminalBehaviour,Environmental crime,4
2546,2546,2018,11,CriminalBehaviour,Fishing in Prohibited Places,12
2547,2547,2018,11,CriminalBehaviour,Gang-sacking/pillaging,6
2548,2548,2018,11,CriminalBehaviour,Gunshot,8
2549,2549,2018,11,CriminalBehaviour,Illegal possession,2
2550,2550,2018,11,CriminalBehaviour,Illitcit Substance,179
2551,2551,2018,11,CriminalBehaviour,Misuse of transport card,6
2552,2552,2018,11,CriminalBehaviour,Murder,1
2553,2553,2018,11,CriminalBehaviour,Obscene/libelous acts,12
2554,2554,2018,11,CriminalBehaviour,Physical/Verbal Agression,42
2555,2555,2018,11,CriminalBehaviour,Robbery,142
2556,2556,2018,11,CriminalBehaviour,Sexual harassment,4
2557,2557,2018,11,CriminalBehaviour,Theft,75
2558,2558,2018,11,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,42
2559,2559,2018,11,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
2560,2560,2018,12,CriminalBehaviour,Agression,41
2561,2561,2018,12,CriminalBehaviour,Break-in,107
2562,2562,2018,12,CriminalBehaviour,Concussion (corruption),1
2563,2563,2018,12,CriminalBehaviour,Corporal injury,5
2564,2564,2018,12,CriminalBehaviour,Environmental crime,1
2565,2565,2018,12,CriminalBehaviour,False money,1
2566,2566,2018,12,CriminalBehaviour,Fishing in Prohibited Places,7
2567,2567,2018,12,CriminalBehaviour,Fraud (monetary),1
2568,2568,2018,12,CriminalBehaviour,Gang-sacking/pillaging,2
2569,2569,2018,12,CriminalBehaviour,Gunshot,5
2570,2570,2018,12,CriminalBehaviour,Illegal possession,10
2571,2571,2018,12,CriminalBehaviour,Illitcit Substance,132
2572,2572,2018,12,CriminalBehaviour,Maltreatment,1
2573,2573,2018,12,CriminalBehaviour,Misuse of transport card,3
2574,2574,2018,12,CriminalBehaviour,Obscene/libelous acts,16
2575,2575,2018,12,CriminalBehaviour,Physical/Verbal Agression,47
2576,2576,2018,12,CriminalBehaviour,Possession of explosive device,1
2577,2577,2018,12,CriminalBehaviour,Rape,1
2578,2578,2018,12,CriminalBehaviour,Robbery,111
2579,2579,2018,12,CriminalBehaviour,Sexual harassment,4
2580,2580,2018,12,CriminalBehaviour,Theft,62
2581,2581,2018,12,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,54
2582,2582,2019,1,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
2583,2583,2019,1,CriminalBehaviour,Abuse of incapacitated persons,2
2584,2584,2019,1,CriminalBehaviour,Agression,40
2585,2585,2019,1,CriminalBehaviour,Break-in,133
2586,2586,2019,1,CriminalBehaviour,Corporal injury,4
2587,2587,2019,1,CriminalBehaviour,Environmental crime,4
2588,2588,2019,1,CriminalBehaviour,False money,1
2589,2589,2019,1,CriminalBehaviour,Fishing in Prohibited Places,6
2590,2590,2019,1,CriminalBehaviour,Fraud (monetary),2
2591,2591,2019,1,CriminalBehaviour,Gunshot,9
2592,2592,2019,1,CriminalBehaviour,Homophobia,1
2593,2593,2019,1,CriminalBehaviour,Illegal possession,3
2594,2594,2019,1,CriminalBehaviour,Illitcit Substance,131
2595,2595,2019,1,CriminalBehaviour,Irregular Construction,1
2596,2596,2019,1,CriminalBehaviour,"Loss, concealment or destruction of books or documents",2
2597,2597,2019,1,CriminalBehaviour,Maltreatment,4
2598,2598,2019,1,CriminalBehaviour,Misuse of transport card,4
2599,2599,2019,1,CriminalBehaviour,Obscene/libelous acts,10
2600,2600,2019,1,CriminalBehaviour,Physical/Verbal Agression,51
2601,2601,2019,1,CriminalBehaviour,Robbery,116
2602,2602,2019,1,CriminalBehaviour,Sexual harassment,8
2603,2603,2019,1,CriminalBehaviour,Theft,77
2604,2604,2019,1,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,48
2605,2605,2019,2,CriminalBehaviour,Agression,34
2606,2606,2019,2,CriminalBehaviour,Break-in,102
2607,2607,2019,2,CriminalBehaviour,Child grooming/enticement,1
2608,2608,2019,2,CriminalBehaviour,Corporal injury,8
2609,2609,2019,2,CriminalBehaviour,Crime against individual liberty,1
2610,2610,2019,2,CriminalBehaviour,Environmental crime,3
2611,2611,2019,2,CriminalBehaviour,Fishing in Prohibited Places,6
2612,2612,2019,2,CriminalBehaviour,Fraud (monetary),1
2613,2613,2019,2,CriminalBehaviour,Gang-sacking/pillaging,2
2614,2614,2019,2,CriminalBehaviour,Gunshot,7
2615,2615,2019,2,CriminalBehaviour,Illegal possession,8
2616,2616,2019,2,CriminalBehaviour,Illitcit Substance,148
2617,2617,2019,2,CriminalBehaviour,Misuse of transport card,4
2618,2618,2019,2,CriminalBehaviour,Obscene/libelous acts,10
2619,2619,2019,2,CriminalBehaviour,Physical/Verbal Agression,51
2620,2620,2019,2,CriminalBehaviour,Possession of explosive device,1
2621,2621,2019,2,CriminalBehaviour,Robbery,102
2622,2622,2019,2,CriminalBehaviour,Sexual harassment,8
2623,2623,2019,2,CriminalBehaviour,Theft,89
2624,2624,2019,2,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,55
2625,2625,2019,3,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
2626,2626,2019,3,CriminalBehaviour,Abuse of incapacitated persons,1
2627,2627,2019,3,CriminalBehaviour,Agression,43
2628,2628,2019,3,CriminalBehaviour,Break-in,116
2629,2629,2019,3,CriminalBehaviour,Corporal injury,5
2630,2630,2019,3,CriminalBehaviour,Crime against individual liberty,1
2631,2631,2019,3,CriminalBehaviour,Environmental crime,1
2632,2632,2019,3,CriminalBehaviour,Extortion,3
2633,2633,2019,3,CriminalBehaviour,Fishing in Prohibited Places,7
2634,2634,2019,3,CriminalBehaviour,Fraud (monetary),1
2635,2635,2019,3,CriminalBehaviour,Gang-sacking/pillaging,1
2636,2636,2019,3,CriminalBehaviour,Gunshot,26
2637,2637,2019,3,CriminalBehaviour,Homophobia,2
2638,2638,2019,3,CriminalBehaviour,Illegal possession,3
2639,2639,2019,3,CriminalBehaviour,Illitcit Substance,175
2640,2640,2019,3,CriminalBehaviour,Irregular Construction,3
2641,2641,2019,3,CriminalBehaviour,Irregular landfill,1
2642,2642,2019,3,CriminalBehaviour,"Loss, concealment or destruction of books or documents",2
2643,2643,2019,3,CriminalBehaviour,Maltreatment,1
2644,2644,2019,3,CriminalBehaviour,Misuse of transport card,8
2645,2645,2019,3,CriminalBehaviour,Murder,1
2646,2646,2019,3,CriminalBehaviour,Obscene/libelous acts,17
2647,2647,2019,3,CriminalBehaviour,Physical/Verbal Agression,66
2648,2648,2019,3,CriminalBehaviour,Possession of explosive device,1
2649,2649,2019,3,CriminalBehaviour,Robbery,119
2650,2650,2019,3,CriminalBehaviour,Sexual harassment,2
2651,2651,2019,3,CriminalBehaviour,Theft,80
2652,2652,2019,3,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
2653,2653,2019,3,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,50
2654,2654,2019,4,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2655,2655,2019,4,CriminalBehaviour,Agression,32
2656,2656,2019,4,CriminalBehaviour,Break-in,96
2657,2657,2019,4,CriminalBehaviour,Corporal injury,3
2658,2658,2019,4,CriminalBehaviour,Environmental crime,5
2659,2659,2019,4,CriminalBehaviour,False money,1
2660,2660,2019,4,CriminalBehaviour,Fishing in Prohibited Places,9
2661,2661,2019,4,CriminalBehaviour,Gambling,2
2662,2662,2019,4,CriminalBehaviour,Gang-sacking/pillaging,1
2663,2663,2019,4,CriminalBehaviour,Gunshot,7
2664,2664,2019,4,CriminalBehaviour,Illegal possession,1
2665,2665,2019,4,CriminalBehaviour,Illitcit Substance,177
2666,2666,2019,4,CriminalBehaviour,Irregular Construction,3
2667,2667,2019,4,CriminalBehaviour,Kidnapping and imprisonment,1
2668,2668,2019,4,CriminalBehaviour,Misuse of transport card,11
2669,2669,2019,4,CriminalBehaviour,Obscene/libelous acts,16
2670,2670,2019,4,CriminalBehaviour,Physical/Verbal Agression,60
2671,2671,2019,4,CriminalBehaviour,Robbery,132
2672,2672,2019,4,CriminalBehaviour,Sexual harassment,2
2673,2673,2019,4,CriminalBehaviour,Theft,67
2674,2674,2019,4,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,59
2675,2675,2019,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2676,2676,2019,5,CriminalBehaviour,Agression,30
2677,2677,2019,5,CriminalBehaviour,Break-in,68
2678,2678,2019,5,CriminalBehaviour,Corporal injury,7
2679,2679,2019,5,CriminalBehaviour,Environmental crime,4
2680,2680,2019,5,CriminalBehaviour,False money,1
2681,2681,2019,5,CriminalBehaviour,Fishing in Prohibited Places,4
2682,2682,2019,5,CriminalBehaviour,Fraud (monetary),1
2683,2683,2019,5,CriminalBehaviour,Gambling,1
2684,2684,2019,5,CriminalBehaviour,Gang-sacking/pillaging,3
2685,2685,2019,5,CriminalBehaviour,Gunshot,5
2686,2686,2019,5,CriminalBehaviour,Illegal possession,3
2687,2687,2019,5,CriminalBehaviour,Illitcit Substance,162
2688,2688,2019,5,CriminalBehaviour,Maltreatment,2
2689,2689,2019,5,CriminalBehaviour,Misuse of transport card,12
2690,2690,2019,5,CriminalBehaviour,Obscene/libelous acts,7
2691,2691,2019,5,CriminalBehaviour,Physical/Verbal Agression,39
2692,2692,2019,5,CriminalBehaviour,Robbery,88
2693,2693,2019,5,CriminalBehaviour,Sexual harassment,6
2694,2694,2019,5,CriminalBehaviour,Theft,54
2695,2695,2019,5,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,59
2696,2696,2019,6,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
2697,2697,2019,6,CriminalBehaviour,Agression,22
2698,2698,2019,6,CriminalBehaviour,Break-in,99
2699,2699,2019,6,CriminalBehaviour,Corporal injury,3
2700,2700,2019,6,CriminalBehaviour,Crime against individual liberty,1
2701,2701,2019,6,CriminalBehaviour,Environmental crime,2
2702,2702,2019,6,CriminalBehaviour,Exploitation of minors,1
2703,2703,2019,6,CriminalBehaviour,Fishing in Prohibited Places,3
2704,2704,2019,6,CriminalBehaviour,Fraud (monetary),2
2705,2705,2019,6,CriminalBehaviour,Gunshot,10
2706,2706,2019,6,CriminalBehaviour,Illegal possession,2
2707,2707,2019,6,CriminalBehaviour,Illitcit Substance,149
2708,2708,2019,6,CriminalBehaviour,Kidnapping and imprisonment,1
2709,2709,2019,6,CriminalBehaviour,Misuse of transport card,3
2710,2710,2019,6,CriminalBehaviour,Murder,1
2711,2711,2019,6,CriminalBehaviour,Obscene/libelous acts,5
2712,2712,2019,6,CriminalBehaviour,Physical/Verbal Agression,38
2713,2713,2019,6,CriminalBehaviour,Rape,1
2714,2714,2019,6,CriminalBehaviour,Robbery,147
2715,2715,2019,6,CriminalBehaviour,Sexual harassment,5
2716,2716,2019,6,CriminalBehaviour,Theft,61
2717,2717,2019,6,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,55
2718,2718,2019,7,CriminalBehaviour,Abuse of incapacitated persons,1
2719,2719,2019,7,CriminalBehaviour,Agression,27
2720,2720,2019,7,CriminalBehaviour,Break-in,89
2721,2721,2019,7,CriminalBehaviour,Corporal injury,4
